"customer_id","customer_name","customer_segment","order_id","order_date","shipping_city","shipping_state","shipping_country","shipping_region","shipping_postal_code","shipping_mode","shipping_date","order_details_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_id","product_name","product_category","product_subcategory","product_manufacturer"
"215","Dean percer","Home Office","CA-2018-148404","2018-10-07 00:00:00","Charlotte","North Carolina","United States","South","28205","Standard Class","2018-10-11 00:00:00","7534","3","0.4","-36","-0.23","155","964","KI Adjustable-Height Table","Furniture","Tables","KI"
"555","Nat Carroll","Consumer","CA-2018-111332","2018-05-20 00:00:00","Fargo","North Dakota","United States","Central","58103","Second Class","2018-05-22 00:00:00","6061","4","0","162","0.23","705","644","Fellowes High-Stak Drawer Files","Office Supplies","Storage","Fellowes"
"601","Pauline Webber","Corporate","CA-2017-140256","2017-08-22 00:00:00","Los Angeles","California","United States","West","90049","Standard Class","2017-08-29 00:00:00","4668","2","0","2","0.29","6","1163","Newell 346","Office Supplies","Art","Newell"
"192","Dana Kaydos","Consumer","CA-2018-108112","2018-11-15 00:00:00","Miramar","Florida","United States","South","33023","Standard Class","2018-11-20 00:00:00","5953","4","0.2","55","0.25","220","872","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","Furniture","Furnishings","Howard Miller"
"412","Justin MacKendrick","Consumer","CA-2018-130834","2018-11-03 00:00:00","Wilmington","North Carolina","United States","South","28403","Second Class","2018-11-06 00:00:00","6837","3","0.2","5","0.33","16","1524","Strathmore Photo Mount Cards","Office Supplies","Paper","Strathmore"
"531","Michael Stewart","Corporate","CA-2018-117667","2018-12-04 00:00:00","Philadelphia","Pennsylvania","United States","East","19134","Standard Class","2018-12-09 00:00:00","6282","3","0.2","3","0.24","13","525","DIXON Ticonderoga Erasable Checking Pencils","Office Supplies","Art","Dixon"
"200","Darrin Martin","Consumer","CA-2017-136231","2017-09-05 00:00:00","Johnson City","Tennessee","United States","South","37604","Second Class","2017-09-07 00:00:00","4552","7","0.7","-63","-0.73","86","1648","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Office Supplies","Binders","Wilson Jones"
"356","Jay Fein","Consumer","CA-2018-169474","2018-02-04 00:00:00","Rochester","New York","United States","East","14609","Standard Class","2018-02-09 00:00:00","8302","3","0","8","0.26","33","287","Belkin 6 Outlet Metallic Surge Strip","Office Supplies","Appliances","Belkin"
"16","Alan Shonely","Consumer","CA-2017-118913","2017-06-25 00:00:00","Los Angeles","California","United States","West","90049","Standard Class","2017-06-29 00:00:00","4041","3","0","17","0.28","61","645","Fellowes Mighty 8 Compact Surge Protector","Office Supplies","Appliances","Fellowes"
"240","Doug Bickford","Consumer","CA-2016-137946","2016-09-01 00:00:00","Los Angeles","California","United States","West","90045","Second Class","2016-09-04 00:00:00","2727","4","0.2","4","0.31","14","260","Avery Non-Stick Binders","Office Supplies","Binders","Avery"
"167","Claire Gute","Consumer","US-2016-123918","2016-10-15 00:00:00","Dallas","Texas","United States","Central","75217","Same Day","2016-10-15 00:00:00","8721","6","0.6","-95","-0.73","131","392","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","Furniture","Furnishings","C-Line"
"699","Shirley Jackson","Consumer","CA-2017-121356","2017-11-20 00:00:00","Newark","Delaware","United States","East","19711","Standard Class","2017-11-24 00:00:00","4099","3","0","63","0.49","128","1640","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","Office Supplies","Binders","Wilson Jones"
"596","Paul Prost","Home Office","CA-2018-134096","2018-09-24 00:00:00","Hollywood","Florida","United States","South","33021","Standard Class","2018-09-29 00:00:00","6967","3","0.7","-11","-0.73","16","1646","Wilson Jones International Size A4 Ring Binders","Office Supplies","Binders","Wilson Jones"
"134","Cassandra Brandow","Consumer","CA-2016-146563","2016-08-24 00:00:00","Arlington","Texas","United States","Central","76017","Standard Class","2016-08-28 00:00:00","2944","3","0.8","-4","-1.55","3","238","Avery Durable Plastic 1"" Binders","Office Supplies","Binders","Avery"
"61","Arthur Prichep","Consumer","CA-2018-168228","2018-04-27 00:00:00","Los Angeles","California","United States","West","90045","First Class","2018-04-29 00:00:00","8262","3","0","6","0.46","12","1170","Newell Chalk Holder","Office Supplies","Art","Newell"
"425","Katherine Nockton","Corporate","CA-2016-154823","2016-08-21 00:00:00","Springfield","Ohio","United States","East","45503","Standard Class","2016-08-25 00:00:00","3126","1","0.2","-4","-0.15","26","1541","Tenex Chairmats For Use with Hard Floors","Furniture","Furnishings","Tenex"
"92","Bill Stewart","Corporate","CA-2018-160633","2018-11-16 00:00:00","Bowling Green","Ohio","United States","East","43402","Standard Class","2018-11-21 00:00:00","7952","3","0.4","75","0.08","900","797","Hewlett Packard 610 Color Digital Copier / Printer","Technology","Copiers","Hewlett-Packard"
"74","Bart Watters","Corporate","CA-2018-159366","2018-01-07 00:00:00","Detroit","Michigan","United States","Central","48205","First Class","2018-01-10 00:00:00","7918","2","0.1","680","0.22","3060","988","Lexmark MX611dhe Monochrome Laser Printer","Technology","Machines","Other"
"41","Ann Chong","Corporate","CA-2016-100734","2016-09-15 00:00:00","Philadelphia","Pennsylvania","United States","East","19143","Standard Class","2016-09-20 00:00:00","1701","4","0.7","-3","-0.8","4","256","Avery Hidden Tab Dividers for Binding Systems","Office Supplies","Binders","Avery"
"225","Dennis Pardue","Home Office","CA-2017-138583","2017-05-24 00:00:00","Philadelphia","Pennsylvania","United States","East","19120","Standard Class","2017-05-28 00:00:00","4617","3","0.2","3","0.2","17","325","BIC Liqua Brite Liner","Office Supplies","Art","BIC"
"45","Anna Gayman","Consumer","US-2018-104094","2018-09-07 00:00:00","Milwaukee","Wisconsin","United States","Central","53209","Standard Class","2018-09-11 00:00:00","9462","1","0","2","0.14","13","1363","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other"
"365","Jeremy Farry","Consumer","CA-2016-130736","2016-12-07 00:00:00","Seattle","Washington","United States","West","98105","First Class","2016-12-09 00:00:00","2506","1","0","1","0.46","3","219","Avery 509","Office Supplies","Labels","Avery"
"762","Tonja Turnell","Home Office","CA-2018-141439","2018-11-26 00:00:00","Richmond","Indiana","United States","Central","47374","Standard Class","2018-12-01 00:00:00","7260","3","0","67","0.26","258","964","KI Adjustable-Height Table","Furniture","Tables","KI"
"462","Linda Southworth","Corporate","CA-2017-134362","2017-09-29 00:00:00","Philadelphia","Pennsylvania","United States","East","19140","First Class","2017-10-02 00:00:00","4506","4","0.2","5","0.33","16","191","Avery 483","Office Supplies","Labels","Avery"
"260","Emily Phan","Consumer","CA-2018-111815","2018-03-03 00:00:00","Dearborn Heights","Michigan","United States","Central","48127","Standard Class","2018-03-10 00:00:00","6082","1","0","47","0.26","181","751","Global Ergonomic Managers Chair","Furniture","Chairs","Global"
"318","Harold Dahlen","Home Office","CA-2016-162376","2016-11-22 00:00:00","Cambridge","Massachusetts","United States","East","2138","Second Class","2016-11-25 00:00:00","3298","4","0","5","0.29","17","1158","Newell 341","Office Supplies","Art","Newell"
"485","Marc Harrigan","Home Office","CA-2016-137603","2016-09-19 00:00:00","Santa Fe","New Mexico","United States","West","87505","Standard Class","2016-09-24 00:00:00","2716","5","0","2","0.26","8","1138","Newell 323","Office Supplies","Art","Newell"
"186","Cynthia Voltz","Corporate","CA-2018-151484","2018-04-20 00:00:00","Philadelphia","Pennsylvania","United States","East","19120","First Class","2018-04-23 00:00:00","7633","2","0.2","10","0.2","52","466","Computer Room Manger, 14""","Furniture","Furnishings","Other"
"66","Barry Blumstein","Corporate","CA-2017-103947","2017-04-01 00:00:00","Sierra Vista","Arizona","United States","West","85635","Standard Class","2017-04-08 00:00:00","3579","2","0.2","3","0.1","30","298","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","Office Supplies","Appliances","Belkin"
"285","Frank Merwin","Home Office","CA-2018-121160","2018-11-04 00:00:00","Bryan","Texas","United States","Central","77803","Same Day","2018-11-04 00:00:00","6429","2","0.8","-2","-1.65","1","1443","Self-Adhesive Ring Binder Labels","Office Supplies","Binders","Other"
"528","Michael Nguyen","Consumer","CA-2017-165673","2017-05-15 00:00:00","Springfield","Ohio","United States","East","45503","Second Class","2017-05-19 00:00:00","5464","4","0.2","6","0.36","15","1574","TOPS Voice Message Log Book, Flash Format","Office Supplies","Paper","TOPS"
"87","Beth Thompson","Home Office","CA-2015-166954","2015-04-25 00:00:00","San Gabriel","California","United States","West","91776","Standard Class","2015-04-30 00:00:00","1600","5","0.2","149","0.1","1487","786","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","Other"
"24","Alice McCarthy","Corporate","US-2016-107944","2016-03-23 00:00:00","Los Angeles","California","United States","West","90008","First Class","2016-03-25 00:00:00","8663","3","0","86","0.36","240","1011","Logitech G600 MMO Gaming Mouse","Technology","Accessories","Logitech"
"749","Tim Brockman","Consumer","US-2018-104661","2018-01-15 00:00:00","Austin","Texas","United States","Central","78745","First Class","2018-01-18 00:00:00","9467","2","0.2","14","0.3","48","1000","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech"
"178","Craig Carroll","Consumer","CA-2016-140984","2016-09-14 00:00:00","New York City","New York","United States","East","10011","Standard Class","2016-09-18 00:00:00","2792","9","0.2","5","0.35","13","1639","Wilson Jones Easy Flow II Sheet Lifters","Office Supplies","Binders","Wilson Jones"
"365","Jeremy Farry","Consumer","CA-2016-130736","2016-12-07 00:00:00","Seattle","Washington","United States","West","98105","First Class","2016-12-09 00:00:00","2507","2","0","0","0","4","119","Alliance Big Bands Rubber Bands, 12/Pack","Office Supplies","Fasteners","Alliance"
"496","Mark Hamilton","Consumer","US-2017-143448","2017-12-10 00:00:00","Greenwood","Indiana","United States","Central","46142","Same Day","2017-12-10 00:00:00","9247","5","0","356","0.25","1425","742","Global Commerce Series High-Back Swivel/Tilt Chairs","Furniture","Chairs","Global"
"243","Duane Benoit","Consumer","CA-2018-105886","2018-12-18 00:00:00","Oceanside","New York","United States","East","11572","Standard Class","2018-12-23 00:00:00","5865","2","0","9","0.45","19","485","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","Furniture","Furnishings","DAX"
"370","Jill Fjeld","Consumer","CA-2017-105781","2017-02-16 00:00:00","New York City","New York","United States","East","10024","Standard Class","2017-02-20 00:00:00","3635","3","0.1","40","0.12","327","835","Hon Every-Day Chair Series Swivel Task Chairs","Furniture","Chairs","Hon"
"339","Ivan Liston","Consumer","CA-2017-169971","2017-09-04 00:00:00","Houston","Texas","United States","Central","77041","Standard Class","2017-09-09 00:00:00","5587","3","0.2","7","0.11","62","362","BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","Art","Boston"
"678","Sarah Brown","Consumer","CA-2016-159779","2016-09-25 00:00:00","Concord","New Hampshire","United States","East","3301","Standard Class","2016-09-29 00:00:00","3245","2","0","32","0.47","69","702","GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","GBC"
"649","Roland Murray","Consumer","CA-2018-168193","2018-03-06 00:00:00","New York City","New York","United States","East","10011","Second Class","2018-03-11 00:00:00","8260","1","0","12","0.46","26","1673","Xerox 1883","Office Supplies","Paper","Xerox"
"326","Helen Abelman","Consumer","CA-2018-130141","2018-10-22 00:00:00","Fort Collins","Colorado","United States","West","80525","Second Class","2018-10-24 00:00:00","6814","4","0.7","-3","-0.8","3","1521","Storex Flexible Poly Binders with Double Pockets","Office Supplies","Binders","Storex"
"625","Resi Pölking","Consumer","US-2018-145863","2018-04-21 00:00:00","Houston","Texas","United States","Central","77041","Standard Class","2018-04-27 00:00:00","9813","3","0.8","-5","-1.7","3","1596","UniKeep View Case Binders","Office Supplies","Binders","Other"
"129","Carlos Soltero","Consumer","CA-2018-102820","2018-05-07 00:00:00","Pasadena","California","United States","West","91104","Standard Class","2018-05-11 00:00:00","5731","7","0.2","52","0.13","420","342","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with","Technology","Phones","Other"
"242","Doug O'Connell","Consumer","CA-2018-133207","2018-11-27 00:00:00","Los Angeles","California","United States","West","90036","Standard Class","2018-12-03 00:00:00","6941","4","0.2","6","0.1","58","783","Griffin GC17055 Auxiliary Audio Cable","Technology","Phones","Griffin"
"500","Mary Zewe","Corporate","CA-2017-169922","2017-06-11 00:00:00","Arlington","Texas","United States","Central","76017","Standard Class","2017-06-17 00:00:00","5576","4","0.8","-14","-1.65","8","722","GBC Wire Binding Combs","Office Supplies","Binders","GBC"
"503","Matt Abelman","Home Office","CA-2015-140732","2015-11-11 00:00:00","Los Angeles","California","United States","West","90004","Second Class","2015-11-13 00:00:00","1021","2","0","2","0.26","8","460","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies","Appliances","Other"
"735","Tanja Norvell","Home Office","CA-2016-140557","2016-09-07 00:00:00","New York City","New York","United States","East","10009","Standard Class","2016-09-11 00:00:00","2783","7","0","168","0.3","560","1329","Razer Kraken PRO Over Ear PC and Music Headset","Technology","Accessories","Razer"
"284","Frank Hawley","Corporate","CA-2017-152170","2017-11-12 00:00:00","La Porte","Indiana","United States","Central","46350","Second Class","2017-11-15 00:00:00","5019","2","0","9","0.45","20","1687","Xerox 1896","Office Supplies","Paper","Xerox"
"782","Victoria Pisteka","Corporate","CA-2016-111339","2016-05-29 00:00:00","Columbus","Ohio","United States","East","43229","First Class","2016-05-31 00:00:00","1987","3","0.3","-86","-0.27","317","1181","Novimex Swivel Fabric Task Chair","Furniture","Chairs","Novimex"
"497","Mark Packer","Home Office","CA-2016-102281","2016-10-12 00:00:00","New York City","New York","United States","East","10035","First Class","2016-10-14 00:00:00","1737","5","0","7","0.33","20","29","4009 Highlighters by Sanford","Office Supplies","Art","Other"
"341","Jack Lebron","Consumer","CA-2018-150910","2018-12-22 00:00:00","Jackson","Tennessee","United States","South","38301","Standard Class","2018-12-28 00:00:00","7607","3","0.2","2","0.07","26","473","Crate-A-Files","Office Supplies","Storage","Other"
"121","Candace McMahon","Corporate","CA-2017-110730","2017-09-23 00:00:00","Seattle","Washington","United States","West","98115","Second Class","2017-09-26 00:00:00","3779","2","0","4","0.27","14","75","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme"
"686","Sean Christensen","Consumer","CA-2018-106103","2018-06-10 00:00:00","Rochester Hills","Michigan","United States","Central","48307","Standard Class","2018-06-15 00:00:00","5878","4","0","54","0.41","133","913","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","Imation"
"615","Pierre Wener","Consumer","CA-2016-144274","2016-11-23 00:00:00","Wilmington","Delaware","United States","East","19805","Second Class","2016-11-25 00:00:00","2883","4","0","6","0.43","13","1413","Sanford Colorific Eraseable Coloring Pencils, 12 Count","Office Supplies","Art","Sanford"
"110","Brian Moss","Corporate","CA-2018-149048","2018-05-13 00:00:00","Columbus","Indiana","United States","Central","47201","Standard Class","2018-05-17 00:00:00","7560","3","0","159","0.27","588","1275","Plantronics Calisto P620-M USB Wireless Speakerphone System","Technology","Phones","Plantronics"
"752","Toby Carlisle","Consumer","CA-2015-151330","2015-10-14 00:00:00","Everett","Massachusetts","United States","East","2149","First Class","2015-10-17 00:00:00","1245","3","0","30","0.17","177","1617","WD My Passport Ultra 500GB Portable External Hard Drive","Technology","Accessories","WD My Passport"
"570","Nick Zandusky","Home Office","CA-2017-164154","2017-09-11 00:00:00","Toledo","Ohio","United States","East","43615","Standard Class","2017-09-17 00:00:00","5416","5","0.2","4","0.1","38","1503","Staple magnet","Office Supplies","Storage","Staple magnet"
"297","Gary Zandusky","Consumer","CA-2015-132500","2015-09-08 00:00:00","San Francisco","California","United States","West","94110","Standard Class","2015-09-12 00:00:00","846","2","0","8","0.17","50","1034","Logitech Wireless Touch Keyboard K400","Technology","Accessories","Logitech"
"728","Susan Vittorini","Consumer","US-2018-147669","2018-12-25 00:00:00","Fairfield","Ohio","United States","East","45014","Standard Class","2018-12-30 00:00:00","9824","13","0.2","13","0.33","39","1507","Staples","Office Supplies","Fasteners","Other"
"431","Kean Thornton","Consumer","CA-2018-123351","2018-09-21 00:00:00","Columbus","Georgia","United States","South","31907","Standard Class","2018-09-25 00:00:00","6568","1","0","24","0.3","80","142","APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","Appliances","Other"
"295","Gary McGarr","Consumer","CA-2015-154893","2015-12-21 00:00:00","San Diego","California","United States","West","92024","Standard Class","2015-12-27 00:00:00","1326","3","0.2","36","0.06","572","1378","Safco Contoured Stacking Chairs","Furniture","Chairs","SAFCO"
"775","Trudy Schmidt","Consumer","CA-2018-147207","2018-01-02 00:00:00","El Paso","Texas","United States","Central","79907","Second Class","2018-01-04 00:00:00","7485","2","0.8","-14","-2.5","5","859","Hoover Commercial SteamVac","Office Supplies","Appliances","Hoover"
"536","Michelle Moray","Consumer","CA-2018-164378","2018-07-15 00:00:00","New York City","New York","United States","East","10024","Second Class","2018-07-18 00:00:00","8120","3","0","4","0.46","8","219","Avery 509","Office Supplies","Labels","Avery"
"316","Guy Thornton","Consumer","CA-2017-130029","2017-07-03 00:00:00","Los Angeles","California","United States","West","90049","First Class","2017-07-06 00:00:00","4371","2","0","6","0.48","13","1802","Xerox 200","Office Supplies","Paper","Xerox"
"727","Susan Pistek","Consumer","CA-2017-124590","2017-11-12 00:00:00","Parma","Ohio","United States","East","44134","Standard Class","2017-11-16 00:00:00","4199","2","0.2","33","0.3","110","815","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Office Supplies","Appliances","Holmes"
"645","Robert Waldorf","Consumer","CA-2018-167752","2018-01-15 00:00:00","Philadelphia","Pennsylvania","United States","East","19134","First Class","2018-01-18 00:00:00","8236","8","0.2","313","0.16","1924","853","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Office Supplies","Appliances","Honeywell"
"481","Lycoris Saunders","Consumer","CA-2016-118955","2016-06-16 00:00:00","Grand Prairie","Texas","United States","Central","75051","Standard Class","2016-06-20 00:00:00","2174","3","0.2","9","0.33","29","1501","Staple envelope","Office Supplies","Envelopes","Staple envelope"
"601","Pauline Webber","Corporate","CA-2018-116988","2018-06-27 00:00:00","Seattle","Washington","United States","West","98105","Second Class","2018-06-29 00:00:00","6227","3","0","40","0.32","126","627","Executive Impressions Supervisor Wall Clock","Furniture","Furnishings","Executive Impressions"
"660","Russell Applegate","Consumer","CA-2018-140585","2018-12-18 00:00:00","Encinitas","California","United States","West","92024","Second Class","2018-12-23 00:00:00","7214","2","0.2","16","0.35","47","328","Binding Machine Supplies","Office Supplies","Binders","Other"
"518","Maya Herman","Corporate","CA-2015-124429","2015-05-27 00:00:00","San Diego","California","United States","West","92105","Same Day","2015-05-27 00:00:00","597","10","0.2","-28","-0.05","567","965","KI Conference Tables","Furniture","Tables","KI"
"412","Justin MacKendrick","Consumer","CA-2018-158169","2018-08-12 00:00:00","Lake Forest","California","United States","West","92630","First Class","2018-08-15 00:00:00","7883","3","0","152","0.28","543","172","Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies","Appliances","Avanti"
"788","William Brown","Consumer","CA-2017-126627","2017-10-10 00:00:00","La Porte","Texas","United States","Central","77571","First Class","2017-10-12 00:00:00","4255","4","0.6","-6","-0.45","14","552","Eldon 400 Class Desk Accessories, Black Carbon","Furniture","Furnishings","Eldon"
"315","Guy Phonely","Corporate","CA-2016-117961","2016-11-26 00:00:00","Leominster","Massachusetts","United States","East","1453","Standard Class","2016-11-30 00:00:00","2157","3","0","5","0.47","11","1037","Loose Memo Sheets","Office Supplies","Paper","Other"
"676","Sara Luxemburg","Home Office","CA-2018-156391","2018-09-26 00:00:00","Salem","Oregon","United States","West","97301","First Class","2018-09-28 00:00:00","7802","1","0.2","1","0.25","2","1305","Prang Drawing Pencil Set","Office Supplies","Art","Prang"
"671","Sandra Glassco","Consumer","CA-2016-164882","2016-10-31 00:00:00","Redlands","California","United States","West","92374","Same Day","2016-10-31 00:00:00","3368","4","0.2","20","0.06","323","753","Global Fabric Manager's Chair, Dark Gray","Furniture","Chairs","Global"
"40","Ann Blume","Corporate","US-2018-155425","2018-11-10 00:00:00","Tucson","Arizona","United States","West","85705","First Class","2018-11-11 00:00:00","9880","2","0.2","15","0.08","202","102","Adtran 1202752G1","Technology","Phones","Other"
"375","Jim Kriz","Home Office","CA-2018-168109","2018-07-03 00:00:00","Seattle","Washington","United States","West","98105","Same Day","2018-07-03 00:00:00","8250","1","0.2","3","0.34","8","1492","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","Technology","Phones","Square"
"211","David Smith","Corporate","CA-2016-163055","2016-08-09 00:00:00","Detroit","Michigan","United States","Central","48227","Standard Class","2016-08-16 00:00:00","3321","5","0","137","0.22","622","310","Bevis 36 x 72 Conference Tables","Furniture","Tables","Bevis"
"89","Bill Eplett","Home Office","CA-2017-166912","2017-01-15 00:00:00","New York City","New York","United States","East","10009","First Class","2017-01-17 00:00:00","5502","2","0","40","0.49","82","1684","Xerox 1893","Office Supplies","Paper","Xerox"
"619","Ralph Kennedy","Consumer","CA-2016-160472","2016-07-20 00:00:00","South Bend","Indiana","United States","Central","46614","Second Class","2016-07-25 00:00:00","3257","5","0","38","0.27","141","583","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon"
"789","Xylona Preis","Consumer","CA-2017-163174","2017-08-26 00:00:00","Athens","Georgia","United States","South","30605","Standard Class","2017-08-30 00:00:00","5379","3","0","41","0.22","187","507","Deflect-o Glass Clear Studded Chair Mats","Furniture","Furnishings","Deflect-o"
